,UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON12,DRUG12,LIQUOR12,WEAPON13,DRUG13,LIQUOR13,WEAPON14,DRUG14,LIQUOR14,FILTER12,FILTER13,FILTER14,pub,year
7495,235316001,Gonzaga University,Main Campus,E 502 BOONE AVE,SPOKANE,WA,992580001,2,"Private nonprofit, 2",3202,4150,7352,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7506,235422001,Heritage University,Main Campus,3240 FORT RD,TOPPENISH,WA,98948,2,"Private nonprofit, 2",322,919,1241,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7507,235431001,Highline College,Highline College,2400 S 240th St,Des Moines,WA,981989800,1,"Public, 2",2681,3762,6443,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7512,235547001,Bastyr University,Main Campus,14500 JUANITA DRIVE NE,KENMORE,WA,980284966,2,"Private nonprofit, 2",213,989,1202,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7532,236230001,Pacific Lutheran University,Main Campus,1010 122nd St. S.,TACOMA,WA,98447,2,"Private nonprofit, 2",1193,2049,3242,0,1,0,0,0,0,0,0,0,1,1,1,2,2
7540,236504001,South Seattle College,South Seattle College,6000 16TH AVE SW,SEATTLE,WA,981061499,1,"Public, 2",3387,2148,5535,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7542,236513001,Seattle Central College,Seattle Central College,1701 BROADWAY,SEATTLE,WA,981222400,1,"Public, 2",2963,3810,6773,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7544,236513003,Seattle Central College,Seattle Central Wood Technology Center,2300 South Lane,Seattle,WA,98144,1,"Public, 2",2963,3810,6773,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7546,236577001,Seattle Pacific University,Main Campus,3307 3RD AVE W,SEATTLE,WA,981191997,2,"Private nonprofit, 2",1364,2853,4217,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7548,236610001,Shoreline Community College,Shoreline Community College,16101 GREENWOOD AVE N,SEATTLE,WA,981335696,4,"Public, 1",2705,3310,6015,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7554,236656001,South Puget Sound Community College,Main Campus,2011 Mottman Road SW,Olympia,WA,985126292,4,"Public, 1",2063,2818,4881,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7556,236692001,Spokane Community College,Main Campus,1810 NORTH GREENE STREET,Spokane,WA,992175399,4,"Public, 1",4227,5747,9974,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7562,236708001,Spokane Falls Community College,Main Campus,3410 W FORT GEORGE WRIGHT DRIVE,SPOKANE,WA,992245288,4,"Public, 1",2630,3340,5970,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7565,236753001,Tacoma Community College,Tacoma Community College,6501 S 19TH ST,TACOMA,WA,984666100,4,"Public, 1",2722,4467,7189,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7573,236939001,Washington State University,Main Campus,French Administration Building,PULLMAN,WA,991641009,1,"Public, 2",13958,14728,28686,1,1,16,0,0,3,0,0,7,1,1,1,1,2
7576,236939004,Washington State University,Tri Cities,2710 Crimson Way,RICHLAND,WA,993541671,1,"Public, 2",13958,14728,28686,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7577,236948001,University of Washington-Seattle Campus,Main Campus,NONE,SEATTLE,WA,981954550,1,"Public, 2",21415,23369,44784,1,2,22,1,0,42,0,0,15,1,1,1,1,2
7580,237011001,Western Washington University,Main Campus,516 High St,Bellingham,WA,982255996,1,"Public, 2",6692,8368,15060,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7581,237039001,Whatcom Community College,Main Campus,237 W KELLOGG RD,BELLINGHAM,WA,98226,4,"Public, 1",1854,2322,4176,0,0,0,0,1,1,0,0,0,1,1,1,1,1
7582,237057001,Whitman College,Whitman College,345 BOYER AVE,WALLA WALLA,WA,99362,2,"Private nonprofit, 2",655,843,1498,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7585,237109002,Yakima Valley Community College,Grand View Campus,500 W. Main street,Grandview,WA,98930,1,"Public, 2",1439,2511,3950,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7589,237145001,B M Spurr School of Practical Nursing,Main Campus,800 WHEELING AVE,GLEN DALE,WV,26038,8,"Private nonprofit, 0",3,28,31,0,0,0,0,0,0,0,0,0,1,1,1,2,0
7591,237181001,Bethany College,Main Campus,31 E Campus Dr #1,BETHANY,WV,260323002,2,"Private nonprofit, 2",439,318,757,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7592,237215001,Bluefield State College,Main Campus,219 ROCK ST,BLUEFIELD,WV,24701,1,"Public, 2",595,968,1563,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7595,237312001,University of Charleston,Main Campus,2300 MACCORKLE AVE SE,CHARLESTON,WV,25304,2,"Private nonprofit, 2",952,1159,2111,0,0,0,0,1,0,0,0,0,1,1,1,2,2
7599,237330001,Concord University,Concord University,VERMILLION STREET,ATHENS,WV,24712,1,"Public, 2",1072,1473,2545,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7601,237367001,Fairmont State University,Fairmont State University,1201 Locust  Ave,Fairmont,WV,26554,1,"Public, 2",1780,2255,4035,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7602,237385001,Glenville State College,Main Campus,200 HIGH ST,GLENVILLE,WV,263511292,1,"Public, 2",1043,759,1802,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7606,237525001,Marshall University,Marshall University,1 John Marshall Drive,HUNTINGTON,WV,25755,1,"Public, 2",5548,7833,13381,0,0,0,0,1,0,0,0,0,1,1,1,1,2
7612,237570001,Morgantown Beauty College Inc,Main Campus,276 WALNUT ST,Morgantown,WV,265055430,6,"Private for-profit, 1",3,64,67,0,0,0,0,0,0,0,0,0,1,1,1,3,1
7620,237792001,Shepherd University,Main Campus,PO Box 5000,Shepherdstown,WV,254435000,1,"Public, 2",1639,2402,4041,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7623,237880001,West Virginia School of Osteopathic Medicine,Main Campus,400 LEE STREET NORTH,LEWISBURG,WV,24901,1,"Public, 2",429,386,815,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7624,237899001,West Virginia State University,Main Campus,5000 Fairlawn Ave.,INSTITUTE,WV,25112,1,"Public, 2",1288,1596,2884,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7626,237932001,West Liberty University,Main Campus,208 University Drive,WEST LIBERTY,WV,26074,1,"Public, 2",1072,1622,2694,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7627,237950001,West Virginia University Institute of Technology,Main Campus,405 FAYETTE PIKE,MONTGOMERY,WV,25136,1,"Public, 2",768,493,1261,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7637,238032001,West Virginia University,Main Campus,P.O. Box 6563 University Police,MORGANTOWN,WV,265066563,1,"Public, 2",15099,14076,29175,0,0,10,0,0,17,0,0,6,1,1,1,1,2
7638,238078001,Wheeling Jesuit University,Main Campus,316 WASHINGTON AVE,WHEELING,WV,26003,2,"Private nonprofit, 2",686,889,1575,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7643,238263001,Madison Area Technical College,Truax Campus,1701 Wright Street,MADISON,WI,53704,1,"Public, 2",7582,9177,16759,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7653,238333001,Beloit College,Beloit College,700 COLLEGE ST,BELOIT,WI,535115595,2,"Private nonprofit, 2",546,757,1303,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7659,238430001,Cardinal Stritch University,Main Campus,6801 N YATES RD,MILWAUKEE,WI,532173985,2,"Private nonprofit, 2",1358,2453,3811,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7661,238476001,Carthage College,Main Campus,2001 ALFORD PARK DR,KENOSHA,WI,531401994,2,"Private nonprofit, 2",1357,1591,2948,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7663,238616001,Concordia University-Wisconsin,Concordia University-Wisconsin,12800 N LAKE SHORE DR,MEQUON,WI,530972402,2,"Private nonprofit, 2",2570,5591,8161,0,0,5,0,0,0,0,0,0,1,1,1,2,2
7681,238980001,Lakeland College,Lakeland College,"W3718 South Drive, CTH M",Plymouth,WI,53073,2,"Private nonprofit, 2",1638,2335,3973,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7687,239080001,Marian University,Main Campus,45 S NATIONAL AVE,FOND DU LAC,WI,549354699,2,"Private nonprofit, 2",628,1502,2130,0,0,0,0,0,0,0,0,1,1,1,1,2,2
7688,239105001,Marquette University,Main Campus,1250 W. Wisconsin Ave,Milwaukee,WI,532011881,2,"Private nonprofit, 2",5578,6167,11745,0,0,1,0,0,5,0,0,2,1,1,1,2,2
7694,239248001,Milwaukee Area Technical College,Milwaukee Campus,700 W STATE STREET,MILWAUKEE,WI,532331443,4,"Public, 1",7330,9382,16712,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7695,239248002,Milwaukee Area Technical College,Oak Creek Campus,6665 SOUTH HOWELL AVENUE,OAK CREEK,WI,531541196,4,"Public, 1",7330,9382,16712,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7696,239248003,Milwaukee Area Technical College,West Allis Campus,1200 SOUTH 71ST STREET,WEST ALLIS,WI,532143110,4,"Public, 1",7330,9382,16712,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7697,239248004,Milwaukee Area Technical College,Mequon Campus,5555 WEST HIGHLAND ROAD,MEQUON,WI,530921199,4,"Public, 1",7330,9382,16712,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7704,239460001,Northcentral Technical College,Northcentral Technical College,1000 CAMPUS DR,WAUSAU,WI,544011899,4,"Public, 1",1704,2673,4377,0,0,0,0,2,0,0,1,0,1,1,1,1,1
7705,239488001,Northeast Wisconsin Technical College,Main Campus,2740 W MASON ST,GREEN BAY,WI,543079042,4,"Public, 1",4314,6092,10406,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7706,239512001,Northland College,Main Campus,1411 ELLIS AVE,ASHLAND,WI,548063999,2,"Private nonprofit, 2",295,289,584,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7707,239628001,Ripon College,Main Campus,300 SEWARD ST,RIPON,WI,549710248,2,"Private nonprofit, 2",392,448,840,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7726,240055014,University of Wisconsin Colleges,University of Wisconsin-Waukesha,1500 N. University Drive,Waukesha,WI,531882799,4,"Public, 1",6559,7486,14045,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7727,240107001,Viterbo University,Viterbo University,900 Viterbo Drive,LA CROSSE,WI,546018802,2,"Private nonprofit, 2",759,2045,2804,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7741,240170001,Western Technical College,Main Campus,400 Seventh St. North,LA CROSSE,WI,546020908,4,"Public, 1",1812,2318,4130,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7747,240170007,Western Technical College,Sparta Campus,11177 County Road A,Sparta,WI,54656,4,"Public, 1",1812,2318,4130,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7748,240189001,University of Wisconsin-Whitewater,Main Campus,800 W. Main St.,WHITEWATER,WI,53190,1,"Public, 2",6024,6152,12176,0,4,0,0,0,4,0,4,4,1,1,1,1,2
7757,240268001,University of Wisconsin-Eau Claire,Main Campus,Park and Garfield,Eau Claire,WI,547024004,1,"Public, 2",4310,6411,10721,0,0,0,0,3,0,0,6,0,1,1,1,1,2
7758,240277001,University of Wisconsin-Green Bay,Main Campus,2420 NICOLET DR,GREEN BAY,WI,543117001,1,"Public, 2",2386,4541,6927,0,4,3,0,0,0,0,0,0,1,1,1,1,2
7761,240365001,University of Wisconsin-Oshkosh,University of Wisconsin Oshkosh,800 Algoma Blvd,Oshkosh,WI,54901,1,"Public, 2",5624,8917,14541,0,6,11,0,4,2,0,0,0,1,1,1,1,2
7764,240417001,University of Wisconsin-Stout,Main Campus,PO Box 790,MENOMONIE,WI,547510790,1,"Public, 2",4768,4626,9394,0,0,0,0,8,0,0,0,0,1,1,1,1,2
7765,240426001,University of Wisconsin-Superior,Main Campus,PO Box 2000 BELKNAP & CATLIN,SUPERIOR,WI,548804500,1,"Public, 2",1014,1586,2600,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7766,240444001,University of Wisconsin-Madison,Main Campus,500 LINCOLN DR,MADISON,WI,53706,1,"Public, 2",20987,21611,42598,0,6,6,4,20,0,29,34,17,1,1,1,1,2
7767,240453001,University of Wisconsin-Milwaukee,Main Campus,PO BOX 413,MILWAUKEE,WI,53211,1,"Public, 2",13021,14575,27596,1,14,67,1,18,42,0,4,0,1,1,1,1,2
7768,240462001,University of Wisconsin-Platteville,University of Wisconsin Platteville,1 UNIVERSITY PLZ,PLATTEVILLE,WI,538183099,1,"Public, 2",5697,3204,8901,0,0,7,0,0,0,0,0,0,1,1,1,1,2
7769,240471001,University of Wisconsin-River Falls,University of Wisconsin River Falls,410 S 3RD ST,RIVER FALLS,WI,54022,1,"Public, 2",2398,3800,6198,0,2,1,0,0,0,0,0,0,1,1,1,1,2
7771,240480001,University of Wisconsin-Stevens Point,Main Campus,MAIN ST,STEVENS POINT,WI,54481,1,"Public, 2",4351,4979,9330,0,0,0,0,0,0,0,1,0,1,1,1,1,2
7772,240505001,Casper College,Casper College,125 College Drive,Casper,WY,826014699,4,"Public, 1",1600,2224,3824,0,0,0,0,0,0,0,4,0,1,1,1,1,1
7773,240514001,Central Wyoming College,Central Wyoming College Main Campus,2660 Peck Avenue,Riverton,WY,82501,4,"Public, 1",945,1137,2082,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7776,240620001,Laramie County Community College,Main Campus,1400 E. College Drive,Cheyenne,WY,820073299,4,"Public, 1",1827,2561,4388,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7778,240657001,Northwest College,Northwest College,231 W 6TH ST,POWELL,WY,82435,4,"Public, 1",657,995,1652,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7779,240666001,Sheridan College,Sheridan College,3059 S COFFEEN AVE,SHERIDAN,WY,82801,4,"Public, 1",2354,2020,4374,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7780,240666002,Sheridan College,Gillette College,300 W Sinclair St,Gillette,WY,82718,4,"Public, 1",2354,2020,4374,0,0,0,0,1,1,0,0,0,1,1,1,1,1
7784,240718001,Wyotech-Laramie,Main Campus,4373 N 3RD St.,LARAMIE,WY,820729519,6,"Private for-profit, 1",1026,59,1085,0,44,5,0,35,3,0,9,0,1,1,1,3,1
7785,240718002,Wyotech-Laramie,Wyotech-Laramie-West,1889 Venture Drive,Laramie,WY,82072,6,"Private for-profit, 1",1026,59,1085,0,16,5,0,15,0,0,0,0,1,1,1,3,1
7786,240727001,University of Wyoming,University of Wyoming,Dept. 3434 1000 E. University Old Main #206,Laramie,WY,82071,1,"Public, 2",6159,6661,12820,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7805,241377001,Caribbean University-Bayamon,Bayamon Main Campus,CARR 167  KM 21.2 EXT. FOREST HILLS,BAYAMON,PR,960,2,"Private nonprofit, 2",790,1169,1959,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7808,241410001,Pontifical Catholic University of Puerto Rico-Ponce,Main Campus,2250 Boulevard Luis A. Ferre Aguayo,PONCE,PR,7179997,2,"Private nonprofit, 2",3153,4926,8079,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7856,242617001,Inter American University of Puerto Rico-San German,SAN GERMAN CAMPUS,INTERAMERICAN UNIVERSITY AVENUE,SAN GERMAN,PR,6839801,2,"Private nonprofit, 2",2374,2849,5223,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7857,242626001,Inter American University of Puerto Rico-Aguadilla,Aguadilla Campus,P.O. BOX 20000,AGUADILLA,PR,605,2,"Private nonprofit, 2",2066,2602,4668,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7859,242644001,Inter American University of Puerto Rico-Barranquitas,INTER AMERICAN UNIVERSITY PUERTO RICO-BARRANQUITAS,BO HELECHAL CARR 156 INTERSECCION 719,BARRANQUITAS,PR,7940517,2,"Private nonprofit, 2",815,1331,2146,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7860,242653001,Inter American University of Puerto Rico-Metro,Inter American University of Puerto Rico-Metro,CARRETERA #1 KM 16. 3 ESQ CALLE FRANCISCO SEIN,SAN JUAN,PR,9191293,2,"Private nonprofit, 2",4037,5612,9649,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7861,242662001,Inter American University of Puerto Rico-Ponce,PONCE CAMPUS,104 TURPEAUX IND PARK,MERCEDITA,PR,7151602,2,"Private nonprofit, 2",2303,3485,5788,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7862,242662004,Inter American University of Puerto Rico-Ponce,centro de estudios ciberneticos,"Plaza del Mercado Edificio A 2do Nivel,",Juana Diaz,PR,795,2,"Private nonprofit, 2",2303,3485,5788,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7865,242705001,Inter American University of Puerto Rico-Bayamon,Main Campus,500 ROAD 830,BAYAMON,PR,957,2,"Private nonprofit, 2",2738,2088,4826,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7877,243106001,University of Puerto Rico-Aguadilla,Main Campus,Belt St,Ramey,PR,6046150,1,"Public, 2",1226,1701,2927,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7881,243151001,University of Puerto Rico-Cayey,UPR-Cayey,205 Antonio R. Barcelo Ave.,Cayey,PR,736,1,"Public, 2",1257,2430,3687,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7882,243179001,University of Puerto Rico-Humacao,University of Puerto Rico at Humacao,Call Box 860,Humacao,PR,792,1,"Public, 2",1325,2303,3628,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7885,243203001,University of Puerto Rico-Medical Sciences,Medical Science Campus,"Medical Science Center, Americo Miranda Avenue",San Juan,PR,9365067,1,"Public, 2",666,1555,2221,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7887,243221001,University of Puerto Rico-Rio Piedras,University of Puerto Rico-Rio Piedras Campus,PONCE DE LEON  AVE,San Juan,PR,9313353,1,"Public, 2",6020,9639,15659,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7900,243568001,Universidad Central Del Caribe,Universidad Central Del Caribe,Ramon Ruiz Arnau University Hospital Laurel Ave,Bayamon,PR,9606032,2,"Private nonprofit, 2",198,269,467,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7901,243577001,Universidad Politecnica de Puerto Rico,Universidad Politecnica de Puerto Rico,377 PONCE DE LEON AVE,HATO REY,PR,918,2,"Private nonprofit, 2",3505,1002,4507,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7902,243586001,Pontifical Catholic University of Puerto Rico-Mayaguez,Pontifical Catholic University of Puerto Rico,482 S Calle Ramon E Betances,MAYAGUEZ,PR,680,2,"Private nonprofit, 2",602,934,1536,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7916,243638003,College of Micronesia-FSM,Kosrae Campus,PO BOX 37 TOFOL,Kosrae,FM,96944,4,"Public, 1",1093,1251,2344,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7920,243647001,Palau Community College,Main Campus,MEDALAII,Koror,PW,96940,4,"Public, 1",288,316,604,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7921,243665001,University of the Virgin Islands,St. Thomas Campus (Main Campus),#2 JOHN BREWERS BAY,CHARLOTTE AMALIE,VI,8029990,1,"Public, 2",698,1582,2280,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7923,243744001,Stanford University,Main Campus,Building 10,STANFORD,CA,943052061,2,"Private nonprofit, 2",9929,7034,16963,0,0,0,0,2,0,0,0,0,1,1,1,2,2
7936,243780001,Purdue University-Main Campus,Main Campus,1076 FREEHAFER HALL,WEST LAFAYETTE,IN,479071076,1,"Public, 2",23204,16548,39752,0,4,6,0,4,11,0,3,4,1,1,1,1,2
7959,244437006,Georgia Perimeter College,Georgia Perimeter College Alpharetta Campus,3705 Brookside Parkway,Alpharetta,GA,30022,4,"Public, 1",8913,12458,21371,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7976,245652001,St. John's College,St. John's College - West,1160 CAMINO de CRUZ BLANCA,SANTA FE,NM,875054599,2,"Private nonprofit, 2",226,171,397,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7979,245838001,Antioch University-Los Angeles,Main Campus,400 Corporate Pointe,Culver City,CA,902307615,2,"Private nonprofit, 2",285,732,1017,0,0,0,0,0,0,0,0,0,1,1,1,2,2
7985,245953001,Mid-America Christian University,Main Campus,3500 SW 119TH ST,OKLAHOMA CITY,OK,731709797,2,"Private nonprofit, 2",955,1733,2688,0,0,0,0,0,0,0,0,0,1,1,1,2,2
8004,246789001,Unification Theological Seminary,Main Campus,30 SEMINARY DRIVE,BARRYTOWN,NY,12571,2,"Private nonprofit, 2",78,44,122,0,0,0,0,0,0,0,0,0,1,1,1,2,2
8005,246813001,Athens Technical College,Athens Technical College - Athens,800 US Highway 29 N,ATHENS,GA,306011500,4,"Public, 1",1500,2836,4336,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8006,246813002,Athens Technical College,Elbert County Campus,1317 Athens Highway,Elberton,GA,30635,4,"Public, 1",1500,2836,4336,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8016,246895001,Maricopa Skill Center,Maricopa Skill Center,1245 E BUCKEYE Rd,PHOENIX,AZ,850344101,7,"Public, 0",229,604,833,0,0,0,0,0,0,0,0,0,1,1,1,1,0
8024,247603001,Sussex County Community College,Sussex County Community College,One Colleg Hill Rd,NEWTON,NJ,7860,4,"Public, 1",1451,1613,3064,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8032,247940001,Owensboro Community and Technical College,Main Campus,4800 NEW HARTFORD RD,OWENSBORO,KY,42303,4,"Public, 1",1701,2455,4156,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8040,248606001,Moore Norman Technology Center,Franklin Road Campus,4701 12TH AVE NW,NORMAN,OK,730698399,4,"Public, 1",619,417,1036,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8064,249566001,TDDS Technical Institute,Main Campus,"1688 NORTH PRICETOWN ROAD, SR 534",LAKE MILTON,OH,44429,9,"Private for-profit, 0",204,22,226,0,0,0,0,0,0,0,0,0,1,1,1,3,0
8182,364122001,St John's Hospital School of Clinical Lab Science,Main Campus,800 E CARPENTER,SPRINGFIELD,IL,62769,8,"Private nonprofit, 0",1,5,6,0,1,0,0,5,0,0,0,0,1,1,1,2,0
8198,365055001,The Art Institute of New York City,The Art Institute of New York City,11-17 Beach Street,NEW YORK,NY,10013,6,"Private for-profit, 1",374,524,898,0,0,0,0,0,0,0,0,0,1,1,1,3,1
8224,366252001,Pennsylvania College of Technology,Main Campus,ONE COLLEGE AVE,WILLIAMSPORT,PA,177015799,1,"Public, 2",3595,2028,5623,0,0,0,0,0,0,0,0,0,1,1,1,1,2
8255,366748001,Argosy University-Hawaii,Argosy University - Hawaii,"400 ASB Tower, 1001 Bishop Street",HONOLULU,HI,96813,3,"Private for-profit, 2",345,588,933,0,0,0,0,0,0,0,0,0,1,1,1,3,2
8266,367334001,National Tractor Trailer School Inc-Liverpool,National Tractor Trailer School,4650 BUCKLEY RD,LIVERPOOL,NY,130880208,9,"Private for-profit, 0",140,6,146,0,0,0,0,0,0,0,0,0,1,1,1,3,0
8270,367459001,NorthWest Arkansas Community College,Main Campus,ONE COLLEGE DR,BENTONVILLE,AR,727125091,4,"Public, 1",3428,4670,8098,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8328,372082001,Pomona Unified School District Adult and Career Education,Pomona Adult and Career Education,1515 W MISSION BLVD,POMONA,CA,917661233,7,"Public, 0",217,215,432,0,0,0,0,0,0,0,0,0,1,1,1,1,0
8400,376385002,Universal Technology College of Puerto Rico,UNIVERSAL TECHNOLOGY COLLEGE OF PUERTO RICO-CAMUY,167 MUNOZ RIVERA AVE SUITE 2,CAMUY,PR,6272324,2,"Private nonprofit, 2",135,277,412,0,0,0,0,0,0,0,0,0,1,1,1,2,2
8421,377555001,University of Washington-Bothell Campus,Bothell Campus,18115 Campus Way NE,BOTHELL,WA,980118246,1,"Public, 2",2438,2524,4962,0,0,0,0,0,0,0,0,1,1,1,1,1,2
8422,377564001,University of Washington-Tacoma Campus,Tacoma Campus,1900 COMMERCE ST,TACOMA,WA,984023100,1,"Public, 2",2053,2424,4477,0,0,0,0,1,0,0,0,0,1,1,1,1,2
8487,383020001,Midwest College of Oriental Medicine-Racine,Midwest College of Oriental Medicine - Racine,6232 Bankers Road,Racine,WI,534039747,3,"Private for-profit, 2",14,79,93,0,0,0,0,0,0,0,0,0,1,1,1,3,2
8510,384333001,Estrella Mountain Community College,Main Campus,3000 N DYSART RD,Avondale,AZ,853921000,4,"Public, 1",3726,5438,9164,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8523,387660001,Emil Fries Piano Hospital and Training Center,Main Campus,2510 E EVERGREEN BLVD,VANCOUVER,WA,986614323,5,"Private nonprofit, 1",3,2,5,0,0,0,0,0,0,0,0,0,1,1,1,2,1
8561,399911001,Soka University of America,Soka University of America,1 University Drive,Aliso Viejo,CA,926568081,2,"Private nonprofit, 2",164,253,417,0,0,0,0,0,0,0,0,0,1,1,1,2,2
8575,403469001,Frontier Community College,FRONTIER COMMUNITY COLLEGE,2 FRONTIER DR,FAIRFIELD,IL,62837,4,"Public, 1",861,1357,2218,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8576,403478001,Lincoln Trail College,LINCOLN TRAIL COLLEGE,11220 ST HWY 1,ROBINSON,IL,62454,4,"Public, 1",440,591,1031,0,0,0,0,0,2,0,0,0,1,1,1,1,1
8577,403487001,Wabash Valley College,WABASH VALLEY COLLEGE,2200 COLLEGE DR,MT CARMEL,IL,62863,4,"Public, 1",2899,1341,4240,0,0,0,0,1,0,1,1,1,1,1,1,1,1
8596,404648001,Baker College of Cadillac,BAKER COLLEGE OF CADILLAC,9600 E 13TH ST,CADILLAC,MI,496019600,2,"Private nonprofit, 2",392,948,1340,0,0,0,0,0,0,1,0,0,1,1,1,2,2
8597,404648002,Baker College of Cadillac,Center for Transportation & Technology CTT),4800 S. Morey Rd,Lake City,MI,49651,2,"Private nonprofit, 2",392,948,1340,0,0,0,0,0,0,0,0,0,1,1,1,2,2
8610,405872001,Carroll Community College,Carroll Community College,1601 WASHINGTON ROAD,WESTMINSTER,MD,211576944,4,"Public, 1",1431,2214,3645,0,0,0,0,0,0,0,0,0,1,1,1,1,1
